;Malade;Etablissement;Distance
815797;Andrésy;MITRY MORY;40.67242502800452
815800;Morainvilliers;MITRY MORY;49.80758641184952
815801;Le Port-Marly;MITRY MORY;38.9228955361572
815803;Poissy;MITRY MORY;42.49261511124893
815804;Versailles;MITRY MORY;41.16637082451587
815805;Magny-les-Hameaux;MITRY MORY;48.62330143461655
815808;Viroflay;MITRY MORY;38.47513161039558
815810;Voisins-le-Bretonneux;MITRY MORY;48.47311996967164
815816;Saint-Cyr-l'École;MITRY MORY;45.20581656705762
815819;Sartrouville;MITRY MORY;33.91444811119608
815820;Conflans-Sainte-Honorine;MITRY MORY;38.20805329293049
815821;Le Chesnay;MITRY MORY;40.03737617863363
815822;Guyancourt;MITRY MORY;46.53872942745252
815824;Chatou;MITRY MORY;35.26826309770362
815825;Montigny-le-Bretonneux;MITRY MORY;48.65594595014817
815826;Fontenay-le-Fleury;MITRY MORY;46.05672028919245
815827;Triel-sur-Seine;MITRY MORY;44.90448871067556
815828;Saint-Nom-la-Bretèche;MITRY MORY;45.66965416895346
815835;Vaux-sur-Seine;MITRY MORY;47.832832511885854
815836;Maurecourt;MITRY MORY;40.5866446764775
815838;Feucherolles;MITRY MORY;48.79149407631708
815839;Houilles;MITRY MORY;32.22971877404882
815841;Le Pecq;MITRY MORY;38.87089010720819
815843;Chambourcy;MITRY MORY;43.14894159265902
815847;La Celle-Saint-Cloud;MITRY MORY;38.351534821766805
815849;Jouy-en-Josas;MITRY MORY;40.95850955460306
815850;Vélizy-Villacoublay;MITRY MORY;38.61168383630989
815852;Bougival;MITRY MORY;37.55196749901108
815854;Chanteloup-les-Vignes;MITRY MORY;42.92707393597433
815856;Carrières-sous-Poissy;MITRY MORY;42.88366143668514
815857;Carrières-sur-Seine;MITRY MORY;33.10982184394834
815858;Croissy-sur-Seine;MITRY MORY;37.33939421975403
815859;Villepreux;MITRY MORY;47.75693815793837
815860;Villennes-sur-Seine;MITRY MORY;45.49468530352087
815861;Les Clayes-sous-Bois;MITRY MORY;49.54999117120797
815864;Fourqueux;MITRY MORY;42.43849692593293
815867;Le Vésinet;MITRY MORY;36.70829513594792
815868;Verneuil-sur-Seine;MITRY MORY;46.909832854737466
815869;Marly-le-Roi;MITRY MORY;40.23773174949452
816051;Jonquières;MITRY MORY;45.861763654533306
816303;Palaiseau;MITRY MORY;40.534196107294754
816305;Corbeil-Essonnes;MITRY MORY;42.36195496321245
816306;Gif-sur-Yvette;MITRY MORY;47.30406412772594
816307;Brunoy;MITRY MORY;32.88056781078347
816308;Les Ulis;MITRY MORY;46.968297568478
816309;Longjumeau;MITRY MORY;39.94890390513076
816310;Sainte-Geneviève-des-Bois;MITRY MORY;43.75914906042604
816312;Draveil;MITRY MORY;36.61089328198896
816313;Montgeron;MITRY MORY;33.21759620550462
816314;Savigny-sur-Orge;MITRY MORY;39.30014704706111
816315;Athis-Mons;MITRY MORY;34.98358701544809
816317;Chilly-Mazarin;MITRY MORY;38.474779702978566
816319;Longpont-sur-Orge;MITRY MORY;44.85557289323393
816321;Lisses;MITRY MORY;45.43453090612429
816322;Ballainvilliers;MITRY MORY;41.72384150347092
816323;Saulx-les-Chartreux;MITRY MORY;41.44402482071049
816325;Montlhéry;MITRY MORY;45.959180821882846
816327;Viry-Châtillon;MITRY MORY;39.107719195557706
816329;Saclay;MITRY MORY;43.10501061996992
816330;Wissous;MITRY MORY;35.243611005655126
816332;Villiers-sur-Orge;MITRY MORY;43.00466170243357
816333;Linas;MITRY MORY;46.83911472327831
816334;Le Plessis-Pâté;MITRY MORY;46.62901092554815
816336;Ris-Orangis;MITRY MORY;39.607264561567256
816338;Saint-Michel-sur-Orge;MITRY MORY;45.619059557125205
816339;Saint-Germain-lès-Corbeil;MITRY MORY;40.86551080751616
816340;Crosne;MITRY MORY;31.38825174649125
816341;Villabé;MITRY MORY;45.57328026303396
816343;Yerres;MITRY MORY;31.20156999645643
816344;Orsay;MITRY MORY;44.691654035909465
816345;Marcoussis;MITRY MORY;47.38473118240126
816346;Bures-sur-Yvette;MITRY MORY;46.10908976662186
816350;Évry-Courcouronnes;MITRY MORY;41.51667398257992
816352;Champlan;MITRY MORY;39.67888390781967
816355;Mennecy;MITRY MORY;48.31492310221006
816356;Épinay-sous-Sénart;MITRY MORY;33.78191036687787
816357;Le Coudray-Montceaux;MITRY MORY;47.55827912312798
816358;Saintry-sur-Seine;MITRY MORY;44.42696666404374
816363;Villemoisson-sur-Orge;MITRY MORY;41.5564119929628
816365;Soisy-sur-Seine;MITRY MORY;39.11875126355794
816370;Épinay-sur-Orge;MITRY MORY;40.76778445242296
816371;Leuville-sur-Orge;MITRY MORY;48.36368111033206
816372;Boussy-Saint-Antoine;MITRY MORY;33.45852994974206
816373;Gometz-le-Châtel;MITRY MORY;48.86215024856006
816374;Bondoufle;MITRY MORY;44.70527646869534
816375;Verrières-le-Buisson;MITRY MORY;36.90998102929402
816376;Paray-Vieille-Poste;MITRY MORY;35.461907539638524
816377;Quincy-sous-Sénart;MITRY MORY;35.232103706032646
816379;Juvisy-sur-Orge;MITRY MORY;37.228718197019525
816382;Villebon-sur-Yvette;MITRY MORY;42.59919836259968
816383;Fleury-Mérogis;MITRY MORY;43.64595699107349
816384;La Ville-du-Bois;MITRY MORY;44.09285871716518
816385;Brétigny-sur-Orge;MITRY MORY;47.41043311155515
816386;Vigneux-sur-Seine;MITRY MORY;34.85414101703807
816388;Saint-Pierre-du-Perray;MITRY MORY;41.98629596009539
816389;Morsang-sur-Orge;MITRY MORY;40.53222100322603
816390;Tigery;MITRY MORY;39.157424686192485
816391;Étiolles;MITRY MORY;39.82164398545298
816393;Courcouronnes;MITRY MORY;42.93860768601426
816395;Neuilly-sur-Seine;MITRY MORY;27.76969383611757
816396;Issy-les-Moulineaux;MITRY MORY;30.787709683691062
816397;Levallois-Perret;MITRY MORY;26.157055116628683
816398;Nanterre;MITRY MORY;31.7171914286644
816399;Boulogne-Billancourt;MITRY MORY;32.18468198174244
816400;Colombes;MITRY MORY;27.43834553880663
816401;Saint-Cloud;MITRY MORY;33.068237660668935
816402;Courbevoie;MITRY MORY;28.23338842801738
816403;Asnières-sur-Seine;MITRY MORY;25.397837364231734
816404;Rueil-Malmaison;MITRY MORY;34.11346673523282
816405;Suresnes;MITRY MORY;31.331305166284675
816406;Clamart;MITRY MORY;33.04176916232811
816407;Châtenay-Malabry;MITRY MORY;34.68790887794058
816408;Clichy;MITRY MORY;24.57717253354541
816409;Antony;MITRY MORY;34.82355140784558
816410;Sèvres;MITRY MORY;34.53561044538015
816411;Bois-Colombes;MITRY MORY;26.753308176466827
816413;Gennevilliers;MITRY MORY;24.563854096424578
816414;Villeneuve-la-Garenne;MITRY MORY;21.572298709999057
816415;Vanves;MITRY MORY;30.105239852013916
816416;Meudon;MITRY MORY;33.67213153161817
816417;Puteaux;MITRY MORY;29.997015393475845
816418;La Garenne-Colombes;MITRY MORY;28.47320755094137
816419;Montrouge;MITRY MORY;28.54125916132497
816420;Garches;MITRY MORY;35.276676237195545
816421;Bourg-la-Reine;MITRY MORY;31.70963429052701
816422;Malakoff;MITRY MORY;29.370734259304637
816423;Le Plessis-Robinson;MITRY MORY;34.46912490278737
816424;Fontenay-aux-Roses;MITRY MORY;32.35526204443583
816426;Ville-d'Avray;MITRY MORY;35.833109460818626
816427;Chaville;MITRY MORY;36.98864467194431
816428;Vaucresson;MITRY MORY;37.32144424105658
816429;Bobigny;MITRY MORY;15.308958035718168
816430;Saint-Denis;MITRY MORY;19.750605026598414
816431;Le Pré-Saint-Gervais;MITRY MORY;19.26536167656455
816432;Gagny;MITRY MORY;12.500646745221877
816433;Livry-Gargan;MITRY MORY;9.832143415547357
816434;Aulnay-sous-Bois;MITRY MORY;10.274951170722538
816436;Drancy;MITRY MORY;14.329477229371276
816437;Aubervilliers;MITRY MORY;18.89467496940583
816438;Clichy-sous-Bois;MITRY MORY;9.686949911302628
816439;Épinay-sur-Seine;MITRY MORY;22.457201992337
816440;Noisy-le-Grand;MITRY MORY;15.871997489123403
816441;Le Blanc-Mesnil;MITRY MORY;12.408563861302955
816442;Saint-Ouen-sur-Seine;MITRY MORY;22.24964076056029
816443;Bagnolet;MITRY MORY;19.484473382558388
816444;Pantin;MITRY MORY;18.55903694001374
816445;Neuilly-sur-Marne;MITRY MORY;15.600691267544375
816446;Montfermeil;MITRY MORY;10.16485421266446
816447;Bondy;MITRY MORY;13.370439334201487
816449;Tremblay-en-France;MITRY MORY;4.357971660318126
816450;Villemomble;MITRY MORY;13.940163977182047
816451;La Courneuve;MITRY MORY;17.876512414811337
816452;Gournay-sur-Marne;MITRY MORY;14.140188089055314
816453;Pierrefitte-sur-Seine;MITRY MORY;18.986047055221235
816454;Les Lilas;MITRY MORY;18.809812169721795
816455;Stains;MITRY MORY;17.485429932670893
816456;Le Raincy;MITRY MORY;12.098571491972452
816457;Le Bourget;MITRY MORY;15.07080179203448
816458;Coubron;MITRY MORY;8.018613952102639
816459;Villetaneuse;MITRY MORY;20.190339365501025
816460;Rosny-sous-Bois;MITRY MORY;15.72780597327141
816461;Vaujours;MITRY MORY;6.969682122832842
816462;Noisy-le-Sec;MITRY MORY;16.06618140981975
816463;Romainville;MITRY MORY;17.269010501840103
816464;Sevran;MITRY MORY;8.268414455822143
816465;Les Pavillons-sous-Bois;MITRY MORY;11.88281539851494
816466;Neuilly-Plaisance;MITRY MORY;15.961669642548443
816467;L'Île-Saint-Denis;MITRY MORY;21.04349003717165
816468;Dugny;MITRY MORY;15.240024495029646
816469;Saint-Mandé;MITRY MORY;21.5329895567588
816470;Créteil;MITRY MORY;25.98120296737008
816471;Vitry-sur-Seine;MITRY MORY;27.416461302934035
816472;Villejuif;MITRY MORY;28.336829966426247
816473;L'Haÿ-les-Roses;MITRY MORY;30.686792209093
816474;Le Kremlin-Bicêtre;MITRY MORY;26.986099660554583
816475;Champigny-sur-Marne;MITRY MORY;20.495506379367207
816476;Saint-Maur-des-Fossés;MITRY MORY;22.321041071195623
816477;Vincennes;MITRY MORY;20.02494733227785
816478;Ivry-sur-Seine;MITRY MORY;25.4982691494646
816479;Fontenay-sous-Bois;MITRY MORY;18.29991423300176
816480;Maisons-Alfort;MITRY MORY;24.51018435421526
816481;Cachan;MITRY MORY;29.59348947993089
816482;Nogent-sur-Marne;MITRY MORY;18.61383210883581
816483;Charenton-le-Pont;MITRY MORY;23.49475979685901
816484;Choisy-le-Roi;MITRY MORY;28.935886255223966
816485;Alfortville;MITRY MORY;24.62261609597103
816486;Orly;MITRY MORY;31.090190729860332
816487;Santeny;MITRY MORY;27.85048562958658
816488;Valenton;MITRY MORY;28.774535772221856
816489;Ormesson-sur-Marne;MITRY MORY;22.63901708466671
816490;Villeneuve-Saint-Georges;MITRY MORY;30.82069580252297
816491;La Queue-en-Brie;MITRY MORY;21.764339874846467
816492;Villiers-sur-Marne;MITRY MORY;18.43928818768477
816493;Chevilly-Larue;MITRY MORY;30.86618198868627
816494;Le Plessis-Trévise;MITRY MORY;19.71653431821074
816497;Thiais;MITRY MORY;29.542853206734403
816498;Sucy-en-Brie;MITRY MORY;24.6911089237898
816499;Bry-sur-Marne;MITRY MORY;18.048254227251064
816500;Arcueil;MITRY MORY;28.524306711661996
816501;Rungis;MITRY MORY;32.85429492605556
816502;Limeil-Brévannes;MITRY MORY;27.99719770515157
816503;Joinville-le-Pont;MITRY MORY;21.49020803072889
816504;Gentilly;MITRY MORY;27.22342898598893
816505;Villeneuve-le-Roi;MITRY MORY;31.682654947665824
816506;Bonneuil-sur-Marne;MITRY MORY;25.279687798827982
816507;Boissy-Saint-Léger;MITRY MORY;27.36705645486481
816508;Villecresnes;MITRY MORY;29.91774255397447
816509;Mandres-les-Roses;MITRY MORY;31.655128563557955
816510;Marolles-en-Brie;MITRY MORY;46.039400485757376
816511;Le Perreux-sur-Marne;MITRY MORY;17.873765149540503
816512;Ablon-sur-Seine;MITRY MORY;32.22194404895588
816513;Chennevières-sur-Marne;MITRY MORY;21.81472593407072
816514;Noiseau;MITRY MORY;23.80105957747063
816515;Jouy-le-Moutier;MITRY MORY;42.89428618037326
816516;Groslay;MITRY MORY;19.889771749466195
816517;Montigny-lès-Cormeilles;MITRY MORY;30.63579732071259
816519;Le Thillay;MITRY MORY;11.13634876041404
816520;Survilliers;MITRY MORY;14.26977029662206
816521;Viarmes;MITRY MORY;24.046815512247267
816522;Roissy-en-France;MITRY MORY;7.654561869845137
816523;Bernes-sur-Oise;MITRY MORY;30.573647486999715
816524;Soisy-sous-Montmorency;MITRY MORY;23.21612084265824
816525;Cormeilles-en-Parisis;MITRY MORY;30.555646640123932
816526;Louvres;MITRY MORY;10.4305423981299
816527;Méry-sur-Oise;MITRY MORY;32.910242946268305
816528;L'Isle-Adam;MITRY MORY;32.452880691774254
816529;Persan;MITRY MORY;31.08078413472976
816530;Champagne-sur-Oise;MITRY MORY;32.77039517265368
816531;Saint-Ouen-l'Aumône;MITRY MORY;37.97645814097044
816533;Asnières-sur-Oise;MITRY MORY;25.470835281084387
816534;Bouffémont;MITRY MORY;24.19803136390743
816535;Domont;MITRY MORY;21.767893598656684
816536;Bruyères-sur-Oise;MITRY MORY;28.5046910057449
816537;Marly-la-Ville;MITRY MORY;13.784417749549018
816538;Bessancourt;MITRY MORY;30.110961391533547
816539;Vauréal;MITRY MORY;43.90533401356251
816540;Parmain;MITRY MORY;33.16223917627719
816541;Pierrelaye;MITRY MORY;34.03061502467858
816542;Mériel;MITRY MORY;31.95276945505729
816543;Sarcelles;MITRY MORY;17.474041261857927
816544;Luzarches;MITRY MORY;20.20729679457109
816546;Argenteuil;MITRY MORY;27.321793984117825
816547;Cergy;MITRY MORY;42.94735451232396
816548;Pontoise;MITRY MORY;38.47157907388273
816549;Auvers-sur-Oise;MITRY MORY;33.93893987715557
816550;Villiers-le-Bel;MITRY MORY;17.005349694871285
816552;Bezons;MITRY MORY;30.49308745694893
816553;Ermont;MITRY MORY;26.270387854415848
816554;Eaubonne;MITRY MORY;24.745107686139303
816555;Goussainville;MITRY MORY;11.86633976467698
816556;Ézanville;MITRY MORY;19.44791953339101
816557;Beaumont-sur-Oise;MITRY MORY;29.979996784244232
816558;Fosses;MITRY MORY;14.769856434527584
816559;Garges-lès-Gonesse;MITRY MORY;16.08177478108352
816560;Vémars;MITRY MORY;10.021343060704288
816561;Le Plessis-Bouchard;MITRY MORY;28.18191458844005
816562;Arnouville;MITRY MORY;14.468200887720997
816563;Courdimanche;MITRY MORY;45.49798013077128
816564;Montmagny;MITRY MORY;20.09610012790261
816565;Enghien-les-Bains;MITRY MORY;22.791301931952678
816566;Sannois;MITRY MORY;26.42329078418638
816567;Saint-Leu-la-Forêt;MITRY MORY;27.328785319204886
816568;La Frette-sur-Seine;MITRY MORY;32.13441836169082
816570;Deuil-la-Barre;MITRY MORY;21.248805246479307
816571;Gonesse;MITRY MORY;12.287249883604742
816572;Marines;MITRY MORY;49.62859050947304
816574;Montsoult;MITRY MORY;24.32128848464207
816575;Osny;MITRY MORY;41.62135415368717
816576;Beauchamp;MITRY MORY;30.72413550219519
816577;Chaumontel;MITRY MORY;20.489610687532
816578;Écouen;MITRY MORY;17.841973291429394
816579;Puiseux-en-France;MITRY MORY;12.014491950701604
816580;Montlignon;MITRY MORY;24.389700100159093
816582;Taverny;MITRY MORY;29.192311255932943
816583;Montmorency;MITRY MORY;21.802809292616157
816584;Herblay-sur-Seine;MITRY MORY;33.00586804654014
816585;Margency;MITRY MORY;24.155064425110854
816586;Saint-Brice-sous-Forêt;MITRY MORY;19.13848880611271
816587;Menucourt;MITRY MORY;46.70278993845487
816588;Frépillon;MITRY MORY;31.185095864769497
816589;Éragny;MITRY MORY;38.665764972742416
818194;Saint-Paul-lès-Dax;BAYONNE;42.58653886198739
818200;Saint-Geours-de-Maremne;BAYONNE;28.68589660901017
818203;Labenne;BAYONNE;12.04686418470109
818206;Dax;BAYONNE;41.462862111598646
818207;Capbreton;BAYONNE;16.56958273094492
818208;Bénesse-Maremne;BAYONNE;17.90863686634971
818209;Tarnos;BAYONNE;5.218143476219669
818212;Seignosse;BAYONNE;23.05217352785998
818214;Narrosse;BAYONNE;43.62221868470285
818215;Saint-Martin-de-Seignanx;BAYONNE;8.721374470522973
818216;Soorts-Hossegor;BAYONNE;18.61992475725272
818217;Soustons;BAYONNE;30.85201809154095
818221;Peyrehorade;BAYONNE;30.226203491938666
818223;Saint-Vincent-de-Tyrosse;BAYONNE;23.01437554756896
818224;Tosse;BAYONNE;24.31034470410565
819468;Biarritz;BAYONNE;6.887747955157624
819469;Bayonne;BAYONNE;0.0
819471;Hendaye;BAYONNE;27.40320521742953
819472;Anglet;BAYONNE;3.639363712155356
819481;Cambo-les-Bains;BAYONNE;16.018508680086036
819482;Lahonce;BAYONNE;6.846169466287449
819483;Hasparren;BAYONNE;18.35450743212546
819484;Saint-Pierre-d'Irube;BAYONNE;3.183014087591721
819485;Arcangues;BAYONNE;7.501028740596096
819489;Saint-Jean-de-Luz;BAYONNE;19.437039415644453
819490;Ciboure;BAYONNE;19.87843224973601
819492;Saint-Pée-sur-Nivelle;BAYONNE;16.62918479020675
819494;Ustaritz;BAYONNE;10.740138132166292
819495;Sare;BAYONNE;21.91747571011983
819496;Boucau;BAYONNE;3.37925164576171
819498;Salies-de-Béarn;BAYONNE;44.4771575672695
819499;Urrugne;BAYONNE;23.463263920799804
819500;Briscous;BAYONNE;11.89726640786275
819502;Ascain;BAYONNE;20.442870217428958
819503;Urcuit;BAYONNE;11.08854408819282
819504;Bassussarry;BAYONNE;6.298010818869039
819505;Villefranque;BAYONNE;6.6529819723478765
819506;Mouguerre;BAYONNE;5.492275260642398
819510;Bidart;BAYONNE;11.218249498196228
821140;Saint-André-de-la-Roche;CANNES LA BOCCA;32.02574041567872
821141;Saint-Vallier-de-Thiey;CANNES LA BOCCA;20.07392410859835
821142;Colomars;CANNES LA BOCCA;30.13598718562618
821143;Saint-Cézaire-sur-Siagne;CANNES LA BOCCA;19.2953966385858
821144;La Colle-sur-Loup;CANNES LA BOCCA;17.666697290896426
821145;Saint-Martin-du-Var;CANNES LA BOCCA;34.58212509456292
821146;Le Tignet;CANNES LA BOCCA;15.18832531459322
821147;L'Escarène;CANNES LA BOCCA;43.462255531712096
821148;Tourrette-Levens;CANNES LA BOCCA;35.14553841231448
821150;Drap;CANNES LA BOCCA;35.35337524411563
821151;Nice;CANNES LA BOCCA;28.307293126050705
821152;Cannes;CANNES LA BOCCA;2.1900391932841994
821153;Antibes;CANNES LA BOCCA;10.60636830604748
821154;Menton;CANNES LA BOCCA;48.58671413367059
821155;Vence;CANNES LA BOCCA;21.89066818885444
821156;Cagnes-sur-Mer;CANNES LA BOCCA;18.24060017434404
821157;Villefranche-sur-Mer;CANNES LA BOCCA;31.36180495609153
821158;Le Cannet;CANNES LA BOCCA;4.027898707043183
821159;Saint-Paul-de-Vence;CANNES LA BOCCA;19.8454567070622
821160;Beaulieu-sur-Mer;CANNES LA BOCCA;33.13515277924617
821161;Saint-Laurent-du-Var;CANNES LA BOCCA;21.194578094562345
821162;Roquebrune-Cap-Martin;CANNES LA BOCCA;44.76184914920193
821163;Mougins;CANNES LA BOCCA;5.860369635973738
821164;Vallauris;CANNES LA BOCCA;6.557064381049464
821165;Mandelieu-la-Napoule;CANNES LA BOCCA;4.115455530526614
821166;Biot;CANNES LA BOCCA;12.508598382400107
821167;La Turbie;CANNES LA BOCCA;39.88401252915018
821168;Levens;CANNES LA BOCCA;39.005321045989646
821169;Beausoleil;CANNES LA BOCCA;41.47262702865636
821170;Cap-d'Ail;CANNES LA BOCCA;38.87672414673636
821171;Pégomas;CANNES LA BOCCA;6.6639842852140685
821172;Villeneuve-Loubet;CANNES LA BOCCA;16.318892812477532
821173;Mouans-Sartoux;CANNES LA BOCCA;8.080186755539694
821174;Châteauneuf-Grasse;CANNES LA BOCCA;14.04492378909368
821175;Roquefort-les-Pins;CANNES LA BOCCA;14.003355207593394
821176;Valbonne;CANNES LA BOCCA;10.435168650372423
821178;La Gaude;CANNES LA BOCCA;23.424991732467184
821179;Tourrettes-sur-Loup;CANNES LA BOCCA;19.47574309232352
821182;Le Rouret;CANNES LA BOCCA;14.056936319692824
821183;Carros;CANNES LA BOCCA;30.82870688717089
821184;Auribeau-sur-Siagne;CANNES LA BOCCA;8.381852547745034
821185;Peymeinade;CANNES LA BOCCA;13.689395415562757
821186;Gattières;CANNES LA BOCCA;28.16560907457147
821187;La Roquette-sur-Siagne;CANNES LA BOCCA;4.3787428285810535
821188;Le Bar-sur-Loup;CANNES LA BOCCA;16.966019158050074
824796;Seillans;CANNES LA BOCCA;29.21787647732443
824801;Le Muy;CANNES LA BOCCA;34.97815604672075
824803;Trans-en-Provence;CANNES LA BOCCA;40.60278513135301
824806;Montauroux;CANNES LA BOCCA;19.42490643741272
824821;Flayosc;CANNES LA BOCCA;47.46563209485012
824823;Figanières;CANNES LA BOCCA;39.47422031200251
824824;Saint-Tropez;CANNES LA BOCCA;41.50639972984969
824827;Vidauban;CANNES LA BOCCA;46.77232812533117
824829;Draguignan;CANNES LA BOCCA;42.23842637785897
824830;Tourrettes;CANNES LA BOCCA;24.42245567855492
824833;Fréjus;CANNES LA BOCCA;23.95422043504514
824843;Roquebrune-sur-Argens;CANNES LA BOCCA;30.578542821002536
824849;Les Arcs;CANNES LA BOCCA;42.059560717182535
824851;Cogolin;CANNES LA BOCCA;49.23910237339895
824855;Puget-sur-Argens;CANNES LA BOCCA;26.4490212934949
824857;Fayence;CANNES LA BOCCA;24.933888184558377
824858;Les Adrets-de-l'Estérel;CANNES LA BOCCA;14.102347563111334
824861;Bagnols-en-Forêt;CANNES LA BOCCA;23.27564400765747
824863;Sainte-Maxime;CANNES LA BOCCA;38.8003291709539
824870;Grimaud;CANNES LA BOCCA;48.380335936300064
824871;Gassin;CANNES LA BOCCA;48.08976863440632
824875;Le Plan-de-la-Tour;CANNES LA BOCCA;42.60636688092335
826203;Verneuil-sur-Avre;AMILLY;46.62019717150695
826210;Ivry-la-Bataille;AMILLY;49.534377995262936
826230;Ézy-sur-Eure;AMILLY;47.1822803668444
826239;Verneuil d'Avre et d'Iton;AMILLY;47.45465296535485
826240;Chartres;AMILLY;7.0169897084839725
826241;Dreux;AMILLY;32.75022858472019
826242;Châteaudun;AMILLY;41.592578665622725
826243;Nogent-le-Rotrou;AMILLY;44.29418413919764
826244;Épernon;AMILLY;28.078671902292005
826245;Illiers-Combray;AMILLY;19.260150119408618
826246;Bonneval;AMILLY;28.9469201099664
826247;Voves;AMILLY;26.06958848307167
826249;Châteauneuf-en-Thymerais;AMILLY;19.298829035752476
826250;Nogent-le-Roi;AMILLY;25.17114588955934
826251;La Loupe;AMILLY;27.357025440595148
826252;Anet;AMILLY;46.09864354355037
826253;Saint-Georges-sur-Eure;AMILLY;3.8253310818167456
826254;Auneau;AMILLY;28.088864115698733
826255;Vernouillet;AMILLY;30.631392722466064
826256;Maintenon;AMILLY;21.05436661014804
826257;Toury;AMILLY;48.56894721590222
826258;Champhol;AMILLY;8.998496608189576
826259;Mainvilliers;AMILLY;4.855176678759142
826260;Brou;AMILLY;30.233437417435844
826261;Le Coudray;AMILLY;8.317571954436534
826262;Saint-Rémy-sur-Avre;AMILLY;37.41540266388039
826263;Saint-Lubin-des-Joncherets;AMILLY;38.93774264372953
826264;Luisant;AMILLY;5.930908908172063
826265;Hanches;AMILLY;25.478552245296665
826266;Lèves;AMILLY;7.502911923827138
826267;Gallardon;AMILLY;23.710515691244066
826268;Senonches;AMILLY;29.632188692111647
826271;Courville-sur-Eure;AMILLY;11.42053635208277
826272;Les Villages Vovéens;AMILLY;24.28836689202094
826273;Auneau-Bleury-Saint-Symphorien;AMILLY;28.81953436123267
826275;Vald'Yerre;AMILLY;43.00136160523756
826276;Janville-en-Beauce;AMILLY;43.00598240101993
827337;Amilly;AMILLY;0.0
827425;Allonnes;AMILLY;23.03546919270876
828111;Val-au-Perche;AMILLY;48.625529279927214
828115;Longny les Villages;AMILLY;48.03225678234445
828918;Bois-le-Roi;AMILLY;46.94818197676661
829040;Le Perray-en-Yvelines;AMILLY;43.89167685098337
829057;Les Essarts-le-Roi;AMILLY;47.97731352178636
829059;Rambouillet;AMILLY;38.679315470384765
829074;Montfort-l'Amaury;AMILLY;48.30612420500649
829087;Ablis;AMILLY;33.76908391462082
829093;Houdan;AMILLY;41.77492667562614
829112;Saint-Arnoult-en-Yvelines;AMILLY;42.49621190575902
829610;Dourdan;AMILLY;46.87455954543448
830407;Bastia;BASTIA;0.0
830410;Penta-di-Casinca;BASTIA;25.83676709624658
830411;Ville-di-Pietrabugno;BASTIA;2.1345082859666307
830412;L'Île-Rousse;BASTIA;42.54303531179428
830413;Biguglia;BASTIA;8.419120662955295
830415;Furiani;BASTIA;5.4092507479986285
830418;Vescovato;BASTIA;22.899112356903736
830419;Lucciana;BASTIA;17.280744601535314
830420;San-Martino-di-Lota;BASTIA;4.246651239515512
834419;La Trinité;VERNEUIL SUR AVRE;35.15915845812797
835025;Bernay;VERNEUIL SUR AVRE;46.62315960841322
835026;Évreux;VERNEUIL SUR AVRE;35.59786049601674
835031;Verneuil-sur-Avre;VERNEUIL SUR AVRE;0.0
835032;Pacy-sur-Eure;VERNEUIL SUR AVRE;45.986230304496935
835033;Conches-en-Ouche;VERNEUIL SUR AVRE;25.003357455292964
835034;Beaumont-le-Roger;VERNEUIL SUR AVRE;39.80772305280585
835038;Ivry-la-Bataille;VERNEUIL SUR AVRE;41.10885716838839
835045;Saint-Sébastien-de-Morsent;VERNEUIL SUR AVRE;31.80715142609924
835046;Guichainville;VERNEUIL SUR AVRE;32.31910480821422
835049;Gravigny;VERNEUIL SUR AVRE;38.01000241410812
835051;Le Neubourg;VERNEUIL SUR AVRE;45.938114476275295
835056;Saint-André-de-l'Eure;VERNEUIL SUR AVRE;30.624719473329844
835058;Ézy-sur-Eure;VERNEUIL SUR AVRE;37.7046159318931
835059;Mesnil-en-Ouche;VERNEUIL SUR AVRE;33.25598345811539
835061;Mesnils-sur-Iton;VERNEUIL SUR AVRE;17.026811608519925
835067;Verneuil d'Avre et d'Iton;VERNEUIL SUR AVRE;1.0314234921119003
835069;Dreux;VERNEUIL SUR AVRE;31.16812449714473
835071;Nogent-le-Rotrou;VERNEUIL SUR AVRE;47.07150349849718
835077;Châteauneuf-en-Thymerais;VERNEUIL SUR AVRE;27.781281835815516
835078;Nogent-le-Roi;VERNEUIL SUR AVRE;44.3297214758814
835079;La Loupe;VERNEUIL SUR AVRE;29.923324339991133
835080;Anet;VERNEUIL SUR AVRE;38.60944033255474
835081;Saint-Georges-sur-Eure;VERNEUIL SUR AVRE;46.65419690104692
835083;Vernouillet;VERNEUIL SUR AVRE;31.014404626563927
835084;Maintenon;VERNEUIL SUR AVRE;49.48308198167977
835087;Mainvilliers;VERNEUIL SUR AVRE;49.60285337495337
835090;Saint-Rémy-sur-Avre;VERNEUIL SUR AVRE;21.96497759183213
835091;Saint-Lubin-des-Joncherets;VERNEUIL SUR AVRE;18.94480534302577
835094;Lèves;VERNEUIL SUR AVRE;48.77143746891394
835096;Senonches;VERNEUIL SUR AVRE;20.818152425866785
835099;Courville-sur-Eure;VERNEUIL SUR AVRE;38.60779422806301
835598;Orgères;VERNEUIL SUR AVRE;44.20360741937771
836165;Amilly;VERNEUIL SUR AVRE;46.62019717150695
836174;Ormes;VERNEUIL SUR AVRE;35.17364408485396
836930;Mortagne-au-Perche;VERNEUIL SUR AVRE;37.63918065544103
836931;L'Aigle;VERNEUIL SUR AVRE;23.345672840414768
836940;La Ferté-en-Ouche;VERNEUIL SUR AVRE;30.88401453406034
836943;Longny les Villages;VERNEUIL SUR AVRE;25.61382626559225
