;Malade;Etablissement;Distance
20138;Courchelettes;PERONNE;46.89749213561667
20142;Monchecourt;PERONNE;46.48511256992986
20148;Solesmes;PERONNE;49.44251053929477
20150;Escaudœuvres;PERONNE;37.97771294717788
20167;Avesnes-les-Aubert;PERONNE;43.63535565354253
20171;Masnières;PERONNE;28.52485468867333
20194;Proville;PERONNE;32.197157336645745
20195;Neuville-Saint-Rémy;PERONNE;35.27401231825624
20196;Auberchicourt;PERONNE;49.677150795503415
20208;Lambres-lez-Douai;PERONNE;48.35816831565716
20252;Guesnain;PERONNE;49.26336634456892
20292;Noyon;PERONNE;39.04582749625981
20301;Ribécourt-Dreslincourt;PERONNE;46.511923583246585
20344;Domfront;PERONNE;45.21856688865408
20362;Saint-Laurent-Blangy;PERONNE;42.22945373190699
20366;Beaurains;PERONNE;38.556410416036606
20372;Sainte-Catherine;PERONNE;43.49578802559896
20391;Arras;PERONNE;41.75162934419107
20409;Achicourt;PERONNE;40.24121588602312
20411;Bapaume;PERONNE;20.320009466878897
20417;Vitry-en-Artois;PERONNE;44.28685069826784
20430;Saint-Nicolas;PERONNE;42.95667341213364
20449;Biache-Saint-Vaast;PERONNE;42.56429753555776
20450;Brebières;PERONNE;45.84888998966347
20451;Anzin-Saint-Aubin;PERONNE;44.74081486541176
20465;Dainville;PERONNE;41.87544129730108
20815;Dommartin;PERONNE;41.42799854437183
21276;Rocquencourt;PERONNE;48.23591091708784
21289;Bailly;PERONNE;48.19952666973579
21294;Maurepas;PERONNE;9.126030882966216
21379;Doullens;PERONNE;49.25560675066933
21380;Corbie;PERONNE;30.23755352280651
21381;Montdidier;PERONNE;40.80630221273431
21382;Rosières-en-Santerre;PERONNE;20.93561179726012
21383;Moreuil;PERONNE;36.4679642419286
21386;Ailly-sur-Noye;PERONNE;44.91806905428408
21387;Albert;PERONNE;21.68736573439426
21388;Amiens;PERONNE;45.740628023822445
21390;Ham;PERONNE;22.69001601280356
21394;Péronne;PERONNE;0.0
21395;Longueau;PERONNE;41.680903697827645
21397;Rivery;PERONNE;43.826036887806936
21398;Boves;PERONNE;39.68508835068566
21399;Villers-Bretonneux;PERONNE;30.40207516295337
21400;Camon;PERONNE;42.32665349840806
21401;Roye;PERONNE;27.48881222474761
21402;Salouël;PERONNE;49.87248486793985
21412;Castres;PERONNE;25.94506361657505
21590;Aubigny;PERONNE;32.29804925221127
21734;Charmes;PERONNE;44.47110481872442
22061;Saint-Gratien;PERONNE;37.7195930946273
22164;Montluçon;NERIS LES BAINS;6.817122201349006
22165;Désertines;NERIS LES BAINS;8.01993055346219
22167;Bourbon-l'Archambault;NERIS LES BAINS;44.958866143939154
22169;Prémilhat;NERIS LES BAINS;9.69215252528698
22170;Domérat;NERIS LES BAINS;12.159960714734783
22172;Gannat;NERIS LES BAINS;46.71900613147984
22173;Huriel;NERIS LES BAINS;16.682787033573007
22176;Saint-Pourçain-sur-Sioule;NERIS LES BAINS;48.56247352934177
22180;Néris-les-Bains;NERIS LES BAINS;0.0
22181;Commentry;NERIS LES BAINS;6.583236646049596
22612;Saint-Amand-Montrond;NERIS LES BAINS;49.55180447926119
24923;Saint-Éloy-les-Mines;NERIS LES BAINS;19.708860779655453
28224;Derval;ST HERBLAIN;49.44951772195641
28225;Nantes;ST HERBLAIN;6.10601153724573
28226;Blain;ST HERBLAIN;29.701685868020355
28227;La Haie-Fouassière;ST HERBLAIN;19.30184596425876
28228;Saint-Nazaire;ST HERBLAIN;44.07120113475556
28231;Ancenis;ST HERBLAIN;37.61923654987614
28232;Treillières;ST HERBLAIN;11.992407956544648
28233;Orvault;ST HERBLAIN;5.38772367188831
28234;Saint-Herblain;ST HERBLAIN;0.0
28235;Bouguenais;ST HERBLAIN;4.966820753262286
28236;Joué-sur-Erdre;ST HERBLAIN;34.3187270993404
28237;Rezé;ST HERBLAIN;6.123694355015531
28238;Vertou;ST HERBLAIN;13.703933572395774
28239;Saint-Sébastien-sur-Loire;ST HERBLAIN;10.467757972651604
28241;Clisson;ST HERBLAIN;30.65180560846901
28244;La Chapelle-Launay;ST HERBLAIN;30.318544845118154
28245;Carquefou;ST HERBLAIN;13.538083782295464
28246;Crossac;ST HERBLAIN;45.48862379892184
28247;Le Pallet;ST HERBLAIN;24.306744152085766
28248;Le Pellerin;ST HERBLAIN;9.454108595795242
28250;Saffré;ST HERBLAIN;31.224559008828077
28251;Saint-Aignan-Grandlieu;ST HERBLAIN;11.214800242818177
28252;Machecoul;ST HERBLAIN;30.37267042447973
28253;Couëron;ST HERBLAIN;7.104476698057106
28255;Prinquiau;ST HERBLAIN;32.336432146997886
28256;Guenrouët;ST HERBLAIN;40.736871032845066
28257;Cordemais;ST HERBLAIN;19.72180884101591
28258;La Chevrolière;ST HERBLAIN;14.519582808384818
28259;Port-Saint-Père;ST HERBLAIN;13.29932401828265
28260;Rouans;ST HERBLAIN;17.51427373173024
28261;Héric;ST HERBLAIN;21.293005782022263
28263;Sainte-Luce-sur-Loire;ST HERBLAIN;11.55601928875415
28264;Missillac;ST HERBLAIN;48.86663232814024
28265;Grandchamp-des-Fontaines;ST HERBLAIN;15.918385399857932
28266;Campbon;ST HERBLAIN;32.871194590327875
28267;Le Cellier;ST HERBLAIN;24.19003988467116
28270;La Plaine-sur-Mer;ST HERBLAIN;43.14133709382827
28271;Besné;ST HERBLAIN;39.53603786508432
28272;Saint-Jean-de-Boiseau;ST HERBLAIN;7.488894918331398
28273;Chauvé;ST HERBLAIN;27.72925284613844
28274;Vigneux-de-Bretagne;ST HERBLAIN;13.851045192255148
28275;La Chapelle-sur-Erdre;ST HERBLAIN;10.54572827262374
28276;Pont-Saint-Martin;ST HERBLAIN;11.778912492139677
28277;Donges;ST HERBLAIN;34.83677822946313
28278;Frossay;ST HERBLAIN;22.72373567877745
28279;Malville;ST HERBLAIN;23.047452990151577
28280;Arthon-en-Retz;ST HERBLAIN;26.07953766207264
28281;Saint-Julien-de-Concelles;ST HERBLAIN;19.028892349687283
28282;Mauves-sur-Loire;ST HERBLAIN;19.885361831350025
28285;Pornic;ST HERBLAIN;37.45583547954942
28286;Saint-Brevin-les-Pins;ST HERBLAIN;40.33265065076475
28287;Oudon;ST HERBLAIN;29.65448933374416
28289;Bouaye;ST HERBLAIN;9.935379352238948
28290;Bourgneuf-en-Retz;ST HERBLAIN;30.291630597898248
28292;Fay-de-Bretagne;ST HERBLAIN;24.22489977058776
28293;Saint-Malo-de-Guersac;ST HERBLAIN;43.34033289140345
28294;Brains;ST HERBLAIN;9.187105246913928
28295;La Chapelle-Basse-Mer;ST HERBLAIN;21.813626612205965
28297;Savenay;ST HERBLAIN;27.67775625537676
28298;Pontchâteau;ST HERBLAIN;41.637198494294765
28299;Nort-sur-Erdre;ST HERBLAIN;26.16099392013386
28300;Sucé-sur-Erdre;ST HERBLAIN;15.394133492445118
28301;Geneston;ST HERBLAIN;20.76633255166301
28303;Guémené-Penfao;ST HERBLAIN;47.5549254382192
28304;Vallet;ST HERBLAIN;28.726385703145283
28305;Legé;ST HERBLAIN;37.5253685867612
28306;La Chapelle-Heulin;ST HERBLAIN;22.845608430858373
28308;La Bernerie-en-Retz;ST HERBLAIN;34.36242926827185
28309;Gétigné;ST HERBLAIN;33.51435984444626
28310;Château-Thébaud;ST HERBLAIN;19.50358114221362
28311;Corcoué-sur-Logne;ST HERBLAIN;28.94147095331424
28312;Haute-Goulaine;ST HERBLAIN;15.71053368278664
28313;Corsept;ST HERBLAIN;32.700664580355685
28314;Le Bignon;ST HERBLAIN;17.66301244767888
28315;Trignac;ST HERBLAIN;43.1551305222396
28316;La Planche;ST HERBLAIN;27.47749879799016
28318;Saint-Gildas-des-Bois;ST HERBLAIN;44.58462374557792
28320;Montbert;ST HERBLAIN;21.59943973910837
28321;Saint-Père-en-Retz;ST HERBLAIN;31.00555002796213
28322;Petit-Mars;ST HERBLAIN;23.46808233526217
28323;Saint-Viaud;ST HERBLAIN;29.25581575286197
28324;Le Loroux-Bottereau;ST HERBLAIN;21.76860534700934
28325;Mouzillon;ST HERBLAIN;28.03197059646335
28326;Maisdon-sur-Sèvre;ST HERBLAIN;23.584331273111605
28327;Saint-Étienne-de-Montluc;ST HERBLAIN;12.399300291161278
28328;Divatte-sur-Loire;ST HERBLAIN;23.345171668437875
28329;Villeneuve-en-Retz;ST HERBLAIN;28.87828560047913
28330;Vair-sur-Loire;ST HERBLAIN;43.90212043734599
28331;Machecoul-Saint-Même;ST HERBLAIN;27.511455017338346
28332;Chaumes-en-Retz;ST HERBLAIN;22.69899891375446
28335;Ancenis-Saint-Géréon;ST HERBLAIN;37.49452410887031
28336;Sainte-Anne-sur-Brivet;ST HERBLAIN;38.37006198474693
28337;Saint-Mars-de-Coutais;ST HERBLAIN;14.341989505389604
28338;Montoir-de-Bretagne;ST HERBLAIN;40.91220187529229
28341;Saint-Géréon;ST HERBLAIN;36.211863939564594
28342;Saint-Herblon;ST HERBLAIN;45.49143315153192
28343;Saint-Colomban;ST HERBLAIN;24.054771051057397
28344;Le Landreau;ST HERBLAIN;24.893372087584957
28345;Sautron;ST HERBLAIN;5.11851039945093
28347;Saint-Philbert-de-Grand-Lieu;ST HERBLAIN;20.84101644493192
28350;Aigrefeuille-sur-Maine;ST HERBLAIN;24.14053354415172
28351;Basse-Goulaine;ST HERBLAIN;12.829817954594382
28352;Couffé;ST HERBLAIN;31.78587306194265
28353;Plessé;ST HERBLAIN;40.16337082572852
28355;Mésanger;ST HERBLAIN;38.26166131933206
28356;Sainte-Pazanne;ST HERBLAIN;18.879616719929608
28357;Saint-Michel-Chef-Chef;ST HERBLAIN;39.18806949161991
28358;Thouaré-sur-Loire;ST HERBLAIN;15.396995886538118
28359;Les Sorinières;ST HERBLAIN;11.507031082005858
28360;Paimbœuf;ST HERBLAIN;30.403467141922
28361;Saint-Joachim;ST HERBLAIN;46.349526308103066
28453;Saint-Florent-le-Vieil;ST HERBLAIN;48.98478805560244
28462;Liré;ST HERBLAIN;37.9393447692829
28463;Gesté;ST HERBLAIN;39.59564011771652
28468;Champtoceaux;ST HERBLAIN;30.153446053383643
28470;Saint-Macaire-en-Mauges;ST HERBLAIN;49.75893494324609
28471;Beaupréau;ST HERBLAIN;49.082479023564
28483;Saint-André-de-la-Marche;ST HERBLAIN;49.43611827388108
28485;Saint-Germain-sur-Moine;ST HERBLAIN;40.451507059521326
28503;Villedieu-la-Blouère;ST HERBLAIN;44.05625758925814
28514;Saint-Pierre-Montlimart;ST HERBLAIN;46.265630937603774
28525;Montrevault-sur-Èvre;ST HERBLAIN;44.23161446148284
28526;Sèvremoine;ST HERBLAIN;44.41706654223639
28527;Orée d'Anjou;ST HERBLAIN;33.26518651623973
30411;Beauvoir-sur-Mer;ST HERBLAIN;45.92551101660536
30420;L'Herbergement;ST HERBLAIN;39.97562896152244
30425;Les Brouzils;ST HERBLAIN;44.299956301003725
30429;Montréverd;ST HERBLAIN;37.71340429650039
30433;Montaigu-Vendée;ST HERBLAIN;37.91714034650996
30437;Challans;ST HERBLAIN;45.61020520249192
30442;La Guyonnière;ST HERBLAIN;40.86906102167646
30444;La Bruffière;ST HERBLAIN;40.52321431722229
30449;La Garnache;ST HERBLAIN;39.74451467526107
30450;Sallertaine;ST HERBLAIN;47.06668263056259
30454;Boufféré;ST HERBLAIN;36.63053920233774
30455;Cugand;ST HERBLAIN;33.75741411745994
30457;Rocheservière;ST HERBLAIN;33.04723776241994
30461;Chavagnes-en-Paillers;ST HERBLAIN;46.83831863297606
30465;Saint-Christophe-du-Ligneron;ST HERBLAIN;45.36147489754041
30478;Saint-Hilaire-de-Loulay;ST HERBLAIN;33.60592545286343
30480;Saint-Georges-de-Montaigu;ST HERBLAIN;39.92462137890036
30485;Treize-Septiers;ST HERBLAIN;40.476001296035285
30486;Les Lucs-sur-Boulogne;ST HERBLAIN;43.477913602314906
30487;Saint-Philbert-de-Bouaine;ST HERBLAIN;27.788164246605906
32332;Langeais;LA MEMBROLLE SUR CHOISILLE;22.618740609329908
32333;Tours;LA MEMBROLLE SUR CHOISILLE;7.669537879102386
32334;Chinon;LA MEMBROLLE SUR CHOISILLE;42.52009028347345
32335;Amboise;LA MEMBROLLE SUR CHOISILLE;27.085544003343745
32336;Loches;LA MEMBROLLE SUR CHOISILLE;44.97441737602194
32337;Azay-le-Rideau;LA MEMBROLLE SUR CHOISILLE;23.70733660906707
32338;Bléré;LA MEMBROLLE SUR CHOISILLE;30.37834436828875
32339;Joué-lès-Tours;LA MEMBROLLE SUR CHOISILLE;10.758142708948204
32341;Sainte-Maure-de-Touraine;LA MEMBROLLE SUR CHOISILLE;37.152610981955874
32342;Château-Renault;LA MEMBROLLE SUR CHOISILLE;26.613286714875784
32343;Bourgueil;LA MEMBROLLE SUR CHOISILLE;38.27274927690014
32344;Vouvray;LA MEMBROLLE SUR CHOISILLE;13.4479805425134
32345;Fondettes;LA MEMBROLLE SUR CHOISILLE;5.143045451472613
32346;Ballan-Miré;LA MEMBROLLE SUR CHOISILLE;11.565970959739202
32347;Montlouis-sur-Loire;LA MEMBROLLE SUR CHOISILLE;16.305703929514646
32348;Chambray-lès-Tours;LA MEMBROLLE SUR CHOISILLE;13.474591950989094
32349;Saint-Cyr-sur-Loire;LA MEMBROLLE SUR CHOISILLE;5.283580719318396
32350;La Riche;LA MEMBROLLE SUR CHOISILLE;6.708149010065993
32351;Cinq-Mars-la-Pile;LA MEMBROLLE SUR CHOISILLE;16.894097677813107
32352;Rochecorbon;LA MEMBROLLE SUR CHOISILLE;10.203536823322445
32353;Luynes;LA MEMBROLLE SUR CHOISILLE;8.599978901584906
32354;Montbazon;LA MEMBROLLE SUR CHOISILLE;18.724603278800775
32355;Notre-Dame-d'Oé;LA MEMBROLLE SUR CHOISILLE;6.207681108460369
32356;Chanceaux-sur-Choisille;LA MEMBROLLE SUR CHOISILLE;6.436820300058399
32357;Savonnières;LA MEMBROLLE SUR CHOISILLE;12.232815324936196
32358;Nazelles-Négron;LA MEMBROLLE SUR CHOISILLE;24.572364576934813
32359;Saint-Avertin;LA MEMBROLLE SUR CHOISILLE;12.887326117452597
32360;Vernou-sur-Brenne;LA MEMBROLLE SUR CHOISILLE;16.823325606468714
32361;Sorigny;LA MEMBROLLE SUR CHOISILLE;23.16104835422131
32362;Azay-sur-Cher;LA MEMBROLLE SUR CHOISILLE;19.69086911463703
32363;Esvres;LA MEMBROLLE SUR CHOISILLE;21.47719018220924
32364;Athée-sur-Cher;LA MEMBROLLE SUR CHOISILLE;25.738162648614693
32365;Artannes-sur-Indre;LA MEMBROLLE SUR CHOISILLE;19.22724738468049
32366;Beaumont-en-Véron;LA MEMBROLLE SUR CHOISILLE;44.66524400284219
32367;Saint-Pierre-des-Corps;LA MEMBROLLE SUR CHOISILLE;9.234293823336808
32368;La Ville-aux-Dames;LA MEMBROLLE SUR CHOISILLE;12.026212591873394
32369;La Membrolle-sur-Choisille;LA MEMBROLLE SUR CHOISILLE;0.0
32370;Veigné;LA MEMBROLLE SUR CHOISILLE;19.541069524644595
32371;Véretz;LA MEMBROLLE SUR CHOISILLE;16.903079791843727
32372;Saint-Branchs;LA MEMBROLLE SUR CHOISILLE;26.5281325458545
32374;Saint-Martin-le-Beau;LA MEMBROLLE SUR CHOISILLE;23.391873939361467
32375;Monnaie;LA MEMBROLLE SUR CHOISILLE;13.379192922854848
32534;Veuzain-sur-Loire;LA MEMBROLLE SUR CHOISILLE;41.431121225687775
32542;Montrichard;LA MEMBROLLE SUR CHOISILLE;42.89307672464341
32546;Onzain;LA MEMBROLLE SUR CHOISILLE;41.354136785573445
32547;Montoire-sur-le-Loir;LA MEMBROLLE SUR CHOISILLE;38.502833054174765
32553;Saint-Georges-sur-Cher;LA MEMBROLLE SUR CHOISILLE;40.13965452690999
32561;Montrichard Val de Cher;LA MEMBROLLE SUR CHOISILLE;43.44204387751326
32959;Noyant-Villages;LA MEMBROLLE SUR CHOISILLE;39.76531907463673
34047;Ternay;LA MEMBROLLE SUR CHOISILLE;33.69112948860325
34151;Mayet;LA MEMBROLLE SUR CHOISILLE;43.79338741094231
34161;Le Lude;LA MEMBROLLE SUR CHOISILLE;42.56870067919171
34172;Château-du-Loir;LA MEMBROLLE SUR CHOISILLE;31.905575603615137
34185;Montval-sur-Loir;LA MEMBROLLE SUR CHOISILLE;31.125548205189453
35507;Viviers;LUNEVILLE;33.58266748453006
36078;Saint-Vallier;LUNEVILLE;37.14680105804172
36467;Sainte-Hélène;LUNEVILLE;35.565641241560726
37116;Bouvron;LUNEVILLE;47.89242263410368
37480;Nancy;LUNEVILLE;25.353845245225948
37481;Saint-Nicolas-de-Port;LUNEVILLE;14.619204622718904
37482;Toul;LUNEVILLE;44.924862493940005
37483;Écrouves;LUNEVILLE;48.89821950333941
37485;Saulxures-lès-Nancy;LUNEVILLE;21.020248280748906
37486;Frouard;LUNEVILLE;32.55790617852167
37487;Chaligny;LUNEVILLE;30.49463659983358
37488;Lunéville;LUNEVILLE;0.0
37489;Heillecourt;LUNEVILLE;22.88814490509717
37491;Pompey;LUNEVILLE;33.30296410712392
37494;Laxou;LUNEVILLE;27.03117260530579
37495;Seichamps;LUNEVILLE;21.77504143820179
37496;Ludres;LUNEVILLE;24.56767748027146
37497;Liverdun;LUNEVILLE;36.06046417606643
37499;Jarville-la-Malgrange;LUNEVILLE;23.150075438203118
37504;Pulnoy;LUNEVILLE;21.093741216045785
37505;Rosières-aux-Salines;LUNEVILLE;11.729346362077877
37506;Blénod-lès-Pont-à-Mousson;LUNEVILLE;45.52817607916419
37507;Champigneulles;LUNEVILLE;28.76865328747397
37508;Custines;LUNEVILLE;33.931522420825246
37510;Baccarat;LUNEVILLE;24.10713536243272
37511;Vandœuvre-lès-Nancy;LUNEVILLE;24.681209850388683
37512;Dombasle-sur-Meurthe;LUNEVILLE;11.052865745169276
37516;Bouxières-aux-Dames;LUNEVILLE;29.924530834603207
37517;Damelevières;LUNEVILLE;8.614129270567133
37518;Varangéville;LUNEVILLE;13.97141064695266
37521;Saint-Max;LUNEVILLE;24.15910136126729
37522;Neuves-Maisons;LUNEVILLE;28.683816123130693
37523;Dieulouard;LUNEVILLE;41.69720220201824
37526;Tomblaine;LUNEVILLE;23.20237529301075
37530;Essey-lès-Nancy;LUNEVILLE;23.51448445071554
37531;Blainville-sur-l'Eau;LUNEVILLE;7.357966355086103
37532;Laneuveville-devant-Nancy;LUNEVILLE;20.454864719994426
37534;Maxéville;LUNEVILLE;27.5468769960291
37535;Villers-lès-Nancy;LUNEVILLE;26.462948792600358
37538;Ancerville;LUNEVILLE;49.40525877557016
37685;Morhange;LUNEVILLE;38.75358803998692
37698;Sarrebourg;LUNEVILLE;44.33860403071228
37702;Dieuze;LUNEVILLE;29.45273281020189
38414;Buhl;LUNEVILLE;46.045984070750166
38509;Belleville;LUNEVILLE;38.29400846513609
39378;Mirecourt;LUNEVILLE;41.89605241110774
39379;Raon-l'Étape;LUNEVILLE;33.06438095240733
39380;Saint-Dié-des-Vosges;LUNEVILLE;47.70236172730769
39381;Épinal;LUNEVILLE;46.4530399962988
39385;Golbey;LUNEVILLE;44.22819920018195
39388;Bruyères;LUNEVILLE;45.50407192591784
39393;Thaon-les-Vosges;LUNEVILLE;38.49409709366248
39394;Chantraine;LUNEVILLE;47.28177165367293
39398;Moyenmoutier;LUNEVILLE;38.97156498445543
39399;Étival-Clairefontaine;LUNEVILLE;37.37937051165196
39404;Rambervillers;LUNEVILLE;29.241085232404615
39464;Méréville;LUNEVILLE;24.958465203621465
39668;Andilly;LUNEVILLE;48.85425794716543
39687;Franconville;LUNEVILLE;10.578988359637384
40492;Saint-Vallier;ST DIE DES VOSGES;46.81998734027528
40881;Sainte-Hélène;ST DIE DES VOSGES;21.496907959451654
41482;La Montagne;ST DIE DES VOSGES;48.5866642186507
41902;Lunéville;ST DIE DES VOSGES;47.70236172730769
41924;Baccarat;ST DIE DES VOSGES;23.70649997405841
41945;Blainville-sur-l'Eau;ST DIE DES VOSGES;49.78263625356483
42712;Scherwiller;ST DIE DES VOSGES;34.906045689478645
42713;Châtenois;ST DIE DES VOSGES;33.60576669423168
42717;Marckolsheim;ST DIE DES VOSGES;46.228419230106255
42732;Mutzig;ST DIE DES VOSGES;46.81126692104792
42744;Hilsenheim;ST DIE DES VOSGES;45.537330404040354
42754;Huttenheim;ST DIE DES VOSGES;47.4715861670664
42764;Molsheim;ST DIE DES VOSGES;49.16991316760136
42765;Obernai;ST DIE DES VOSGES;43.9781552971132
42767;Sélestat;ST DIE DES VOSGES;37.60935875561461
42770;Barr;ST DIE DES VOSGES;39.44951534466734
42771;Bischoffsheim;ST DIE DES VOSGES;45.83251575245503
42773;Benfeld;ST DIE DES VOSGES;48.75621743348688
42775;La Broque;ST DIE DES VOSGES;28.03460825507925
42776;Dorlisheim;ST DIE DES VOSGES;47.71469981910149
42782;Rosheim;ST DIE DES VOSGES;45.020166519453134
42797;Orbey;ST DIE DES VOSGES;23.860139954801983
42800;Rouffach;ST DIE DES VOSGES;45.06659371755836
42803;Turckheim;ST DIE DES VOSGES;33.03666158513906
42807;Guebwiller;ST DIE DES VOSGES;46.35026265701406
42812;Sainte-Croix-en-Plaine;ST DIE DES VOSGES;44.9651805753312
42813;Issenheim;ST DIE DES VOSGES;48.44787727590867
42814;Horbourg-Wihr;ST DIE DES VOSGES;40.6660110477016
42822;Colmar;ST DIE DES VOSGES;38.312869276877095
42823;Ribeauvillé;ST DIE DES VOSGES;29.8534858090082
42828;Buhl;ST DIE DES VOSGES;49.74440700952038
42830;Wintzenheim;ST DIE DES VOSGES;34.990195318602424
42831;Ingersheim;ST DIE DES VOSGES;33.748797930359885
42832;Sainte-Marie-aux-Mines;ST DIE DES VOSGES;18.11258997633632
42833;Soultz-Haut-Rhin;ST DIE DES VOSGES;49.16234648946028
42838;Kaysersberg Vignoble;ST DIE DES VOSGES;26.661519610700136
43793;Raon-l'Étape;ST DIE DES VOSGES;15.368485708221218
43794;Saint-Dié-des-Vosges;ST DIE DES VOSGES;0.0
43795;Épinal;ST DIE DES VOSGES;38.91031620904904
43796;Saint-Nabord;ST DIE DES VOSGES;38.25217129121916
43797;Rupt-sur-Moselle;ST DIE DES VOSGES;45.42404116326967
43799;Golbey;ST DIE DES VOSGES;39.21493414674507
43800;Le Thillot;ST DIE DES VOSGES;47.27300040259978
43801;Saulxures-sur-Moselotte;ST DIE DES VOSGES;39.77331270893914
43802;Bruyères;ST DIE DES VOSGES;18.82370923890496
43803;Saint-Étienne-lès-Remiremont;ST DIE DES VOSGES;38.79960128426711
43805;La Bresse;ST DIE DES VOSGES;31.65335452501355
43806;Cornimont;ST DIE DES VOSGES;36.84195872038332
43807;Thaon-les-Vosges;ST DIE DES VOSGES;39.85143977999384
43808;Chantraine;ST DIE DES VOSGES;40.17071153992502
43809;Vagney;ST DIE DES VOSGES;35.34433906456631
43810;Fraize;ST DIE DES VOSGES;11.928368954435582
43812;Moyenmoutier;ST DIE DES VOSGES;10.56577093893348
43813;Étival-Clairefontaine;ST DIE DES VOSGES;10.492270126171812
43814;Anould;ST DIE DES VOSGES;11.365727037751798
43815;Éloyes;ST DIE DES VOSGES;33.02673710000868
43817;Gérardmer;ST DIE DES VOSGES;24.65387611537624
43818;Rambervillers;ST DIE DES VOSGES;23.97062269057477
43819;Xertigny;ST DIE DES VOSGES;48.67297986489794
43820;Remiremont;ST DIE DES VOSGES;40.12899492128582
43821;Granges-Aumontzey;ST DIE DES VOSGES;20.059942852339518
44046;Saint-Maurice;ST DIE DES VOSGES;29.084357507272877
44101;Franconville;ST DIE DES VOSGES;43.5402872499493
44206;Saint-Quentin;ROYE;39.14174595132147
44210;Chauny;ROYE;32.03844733284856
44215;La Fère;ROYE;41.41940187745394
44216;Tergnier;ROYE;36.20231716193181
44221;Beautor;ROYE;40.09580416456386
44226;Gauchy;ROYE;37.06389636563015
44228;Quessy;ROYE;35.975688076912945
44532;Pont-l'Évêque;ROYE;20.49914230305917
44559;Villers-Bocage;ROYE;47.64470964034929
44933;Breteuil;ROYE;36.65510405556432
45640;Beaurepaire;ROYE;48.0413876648071
46105;Bagneux;ROYE;44.104515131074486
46761;Thourotte;ROYE;25.27014453538602
46763;Fitz-James;ROYE;43.08191198958758
46768;Béthisy-Saint-Pierre;ROYE;43.73002536601539
46769;Choisy-au-Bac;ROYE;29.435159976341293
46776;Noyon;ROYE;19.860206610814828
46780;Compiègne;ROYE;31.30092513913878
46783;Saint-Just-en-Chaussée;ROYE;33.65845573054372
46784;Clermont;ROYE;44.9191542333591
46785;Ribécourt-Dreslincourt;ROYE;22.900084103781605
46786;Lacroix-Saint-Ouen;ROYE;38.093095849564975
46787;Rantigny;ROYE;48.15181698551104
46788;Pontpoint;ROYE;45.19918861979326
46790;Verberie;ROYE;43.51759455906961
46792;Maignelay-Montigny;ROYE;25.912811170400712
46794;Liancourt;ROYE;47.19101817957385
46798;Breuil-le-Vert;ROYE;45.36585865764304
46801;Estrées-Saint-Denis;ROYE;32.09478348511511
46803;Cauffry;ROYE;49.17028124282681
46805;Venette;ROYE;31.405981457530302
46807;Pont-Sainte-Maxence;ROYE;46.234691666137216
46809;Longueil-Annel;ROYE;25.990560491528523
